"NO_SPOOL","DIA","Length","Weight","MemberCount","JointCount","Emergency","ApplyLeadTime","STG","Service","Pass","Sch","Material","제작협력사","도장협력사","Plan_makingLT","Actual_makingLT","Predicted_makingLT","Plan_paintingLT","Actual_paintingLT","Predicted_paintingLT"
"SN2126B7PU1200517","48.0","1485.0","2402.04","4.0","3.0","1.0","정상","40.0","RN","A","T-30.18","LTCS","건일산업(주)","건일산업(주)","27.0","57.0","37.6589","21.0","18.0","16.969898"
"SN2126B7PU1314517","1.0","1182.0","8.927","5.0","3.0","1.0","정상","3B","DN","B","S-80S","SS","성일","하이에어","23.0","25.0","24.599812","7.0","22.0","19.25153"
"SN2126B7PU1127451","1.0","560.0","13.817","8.0","7.0","1.0","정상","30.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","24.0","51.0","23.652401","13.0","14.0","19.25153"
"SN2126B7PU1129236","2.0","2160.0","31.158","4.0","3.0","0.0","최소","30.0","CM","B","S-160","CS","건일산업(주)","건일산업(주)","1.0","21.0","16.383217","8.0","38.0","11.11138"
"SN2126B7PU1118684","2.0","5000.0","64.49","3.0","2.0","1.0","정상","3B","FGL","A","S-160","CS","(주)성광테크","(주)성광테크","19.0","18.0","22.011246","21.0","26.0","19.25153"
"SN2126B7PU1129601","2.0","4033.0","45.0689999999999","9.0","8.0","1.0","정상","40.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","23.0","37.0","30.9651","11.0","16.0","19.59173"
"SN2126B7PU1126138","3.0","1378.0","74.561","10.0","9.0","1.0","정상","30.0","PL","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","20.0","28.149738","53.0","19.0","17.428844"
"SN2126B7PU1122128","2.0","3391.0","35.165","4.0","3.0","0.0","정상","30.0","AI","B","S-80","CS","성일SIM함안공장","성일SIM함안공장","18.0","30.0","24.625273","12.0","14.0","20.29049"
"SN2126B7PU1123774","0.5","75.0","1.446","2.0","1.0","1.0","정상","50.0","PG","A","S-160","CS","(주)성광테크","(주)성광테크","19.0","18.0","19.462515","20.0","15.0","18.578579"
"SN2126B7PU1122916","6.0","1192.0","61.336","4.0","3.0","1.0","정상","30.0","CWR","B","S-40","CS","건일산업(주)","하이에어","27.0","16.0","23.56802","13.0","14.0","20.446396"
"SN2126B7PU1115312","24.0","5027.0","1053.91","1.0","0.0","0.0","정상","50.0","HWS","A","S-30","CS","성일SIM함안공장","성일SIM함안공장","1.0","30.0","30.34185","1.0","13.0","14.622495"
"SN2126B7PU1124314","1.0","75.0","1.24299999999999","2.0","1.0","1.0","정상","40.0","CWR","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","19.0","19.0","22.800322","20.0","14.0","16.560265"
"SN2126B7PU1313949","30.0","4459.0","1199.7","11.0","13.0","1.0","정상","50.0","PG","B","S-10S","SS","건일산업(주)","하이에어","19.0","49.0","31.978535","20.0","12.0","15.219567"
"SN2126B7PU1200501","34.0","1570.0","3170.07","4.0","3.0","1.0","정상","50.0","RN","B","T-30.18","LTCS","성일SIM함안공장","하이에어","19.0","31.0","34.303814","18.0","10.0","14.151673"
"SN2126B7PU1703384","6.0","4700.0","156.639","4.0","2.0","0.0","정상","30.0","FW","B","T-6.35","CN","부흥","하이에어","17.0","33.0","26.838173","13.0","14.0","14.393254"
"SN2126B7PU1319234","2.0","5724.0","32.444","6.0","3.0","1.0","정상","30.0","VA","B","S-10S","SS","삼성중공업(주)거제","성도","17.0","31.0","35.7743","18.0","21.0","19.182945"
"SN2126B7PU1130723","4.0","2707.0","112.52","5.0","4.0","1.0","정상","40.0","WM","B","S-120","CS","건일산업(주)","건일산업(주)","26.0","22.0","30.376484","14.0","20.0","17.08456"
"SN2126B7PU1117990","4.0","6210.0","99.857","1.0","0.0","1.0","정상","40.0","FDT","B","S-40","CS","성일SIM함안공장","성일SIM함안공장","1.0","39.0","36.120014","1.0","13.0","15.519753"
"SN2126B7PU1124913","4.0","6000.0","96.48","1.0","0.0","1.0","정상","50.0","PL","A","S-40","CS","성일SIM함안공장","하이에어","17.0","17.0","19.311506","11.0","15.0","15.767485"
"SN2126B7PU1J00058","2.0","0.0","9.277","5.0","0.0","1.0","정상","50.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","27.0","18.0","23.289373","13.0","20.0","16.940132"
"SN2126B7PU1319212","1.0","1405.0","22.307","4.0","2.0","1.0","정상","50.0","MT","A","S-160","SS","건일산업(주)","하이에어","24.0","27.0","34.168633","11.0","16.0","16.659393"
"SN2126B7PU1129387","2.0","353.0","16.408","11.0","10.0","1.0","정상","30.0","PL","A","S-160","CS","건일산업(주)","건일산업(주)","27.0","48.0","33.50881","13.0","10.0","18.924934"
"SN2126B7PU1703237","6.0","6000.0","185.31","3.0","1.0","1.0","정상","40.0","FW","A","T-6.35","CN","부흥","하이에어","17.0","15.0","23.41365","20.0","16.0","15.047553"
"SN2126B7PU1703455","1.0","168.0","3.691","6.0","0.0","0.0","정상","30.0","FW","A","S-80S","CN","부흥","하이에어","20.0","43.0","34.944298","21.0","8.0","13.95568"
"SN2126B7PU1127129","1.5","2350.0","12.714","1.0","0.0","1.0","정상","30.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","27.0","22.0","20.614468","13.0","30.0","24.10859"
"SN2126B7PU1122850","0.5","75.0","1.446","2.0","1.0","1.0","정상","40.0","PG","A","S-160","CS","성일SIM함안공장","하이에어","19.0","15.0","19.681684","13.0","20.0","17.081926"
"SN2126B7PU1129708","1.0","658.0","9.955","8.0","7.0","1.0","정상","30.0","AI","B","S-80","CS","건일산업(주)","하이에어","24.0","17.0","24.6726","11.0","14.0","19.721573"
"SN2126B7PU1132265","1.0","153.0","0.496","1.0","0.0","1.0","최소","50.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","7.0","5.0","12.854937","8.0","6.0","11.043781"
"SN2126B7PU1126186","4.0","1010.0","74.578","13.0","15.0","1.0","정상","30.0","PL","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","36.0","32.0","31.23929","13.0","11.0","19.278973"
"SN2126B7PU1316644","6.0","2892.0","91.7989999999999","2.0","1.0","1.0","정상","30.0","PL","B","S-40S","SS","건일산업(주)","건일산업(주)","17.0","11.0","15.613796","11.0","16.0","15.318086"
"SN2126B7PU1125396","10.0","1999.0","151.425","7.0","6.0","1.0","정상","40.0","CWS","B","S-20","CS","건일산업(주)","건일산업(주)","25.0","38.0","25.514694","11.0","13.0","19.965107"
"SN2126B7PU1134385","6.0","5761.0","180.916","4.0","3.0","1.0","정상","50.0","PG","A","S-40","CS","건일산업(주)","건일산업(주)","26.0","16.0","30.512806","11.0","19.0","17.653915"
"SN2126B7PU1703148","1.5","1573.0","29.374","24.0","9.0","1.0","정상","50.0","FW","A","T-3.81","CN","부흥","하이에어","29.0","49.0","45.36368","20.0","13.0","16.44436"
"SN2126B7PU1126556","1.5","5975.0","41.346","4.0","3.0","1.0","정상","30.0","CHS","B","S-80","CS","(주)성광테크","(주)성광테크","17.0","12.0","22.791115","20.0","13.0","18.11214"
"SN2126B7PU1123024","1.0","236.0","1.709","3.0","2.0","1.0","정상","50.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","19.0","20.0","21.054379","13.0","21.0","16.938164"
"SN2126B7PU1316194","3.0","6000.0","38.7","1.0","0.0","1.0","정상","30.0","CDD","B","S-10S","SS","성일","하이에어","23.0","22.0","23.461025","18.0","22.0","15.140197"
"SN2126B7PU1127869","2.0","5708.0","76.25","9.0","8.0","1.0","정상","40.0","DF","A","S-160","CS","(주)성광테크","(주)성광테크","17.0","15.0","32.620567","18.0","18.0","16.930264"
"SN2126B7PU1126000","2.0","652.0","29.383","12.0","11.0","0.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","26.0","29.0","26.236576","13.0","22.0","16.872189"
"SN2126B7PU1704556","2.0","1433.0","19.71","14.0","6.0","1.0","정상","50.0","FW","A","T-3.96","CN","부흥","하이에어","28.0","44.0","38.05796","19.0","19.0","16.89589"
"SN2126B7PU1123923","10.0","2553.0","235.594","7.0","6.0","1.0","정상","40.0","CWR","A","S-20","CS","건일산업(주)","건일산업(주)","17.0","45.0","29.555737","13.0","16.0","20.61625"
"SN2126B7PU1124781","1.0","3666.0","11.878","1.0","0.0","1.0","정상","50.0","N","A","S-80","CS","(주)성광테크","(주)성광테크","17.0","13.0","19.240114","14.0","15.0","17.759531"
"SN2126B7PU1131341","1.0","0.0","2.898","3.0","0.0","1.0","준긴급","30.0","DH","B","S-80","CS","(주)성광테크","(주)성광테크","12.0","17.0","19.860025","8.0","9.0","13.562519"
"SN2126B7PU1313945","24.0","5269.0","498.096","1.0","0.0","1.0","정상","50.0","LNG","A","S-10S","SS","건일산업(주)","하이에어","19.0","18.0","22.009127","20.0","13.0","14.509067"
"SN2126B7PU1319057","2.0","0.0","3.49","2.0","1.0","1.0","정상","50.0","PL","B","S-80S","SS","건일산업(주)","하이에어","19.0","14.0","20.364515","11.0","10.0","18.252655"
"SN2126B7PU1134585","1.0","103.0","1.829","2.0","1.0","1.0","정상","40.0","PL","A","S-160","CS","성일SIM함안공장","하이에어","17.0","18.0","21.135857","28.0","15.0","15.868905"
"SN2126B7PU1320650","2.0","0.0","13.595","4.0","3.0","1.0","정상","50.0","PL","B","S-30","SS","건일산업(주)","하이에어","17.0","26.0","25.577759","15.0","17.0","17.796175"
"SN2126B7PU1320680","4.0","1639.0","46.523","9.0","8.0","1.0","정상","50.0","PL","A","S-10S","SS","건일산업(주)","하이에어","26.0","16.0","35.80647","14.0","35.0","16.235405"
"SN2126B7PU1128297","8.0","9000.0","307.65","2.0","1.0","1.0","정상","50.0","PL","A","S-20","CS","(주)성광테크","(주)성광테크","19.0","14.0","22.040201","11.0","16.0","16.567982"
"SN2126B7PU1124818","2.0","3538.0","31.586","5.0","4.0","1.0","정상","50.0","AI","B","S-80","CS","성일SIM함안공장","하이에어","19.0","22.0","22.47002","11.0","15.0","16.54966"
"SN2126B7PU1127226","12.0","374.0","221.387","3.0","2.0","1.0","정상","50.0","PA","A","S-80","CS","(주)성광테크","(주)성광테크","24.0","26.0","30.109985","15.0","13.0","15.791581"
"SN2126B7PU1132279","10.0","6810.0","611.521999999999","14.0","13.0","1.0","정상","40.0","FGH","A","S-60","CS","건일산업(주)","건일산업(주)","26.0","36.0","33.028976","15.0","15.0","17.457008"
"SN2126B7PU1315940","2.0","810.0","4.712","4.0","3.0","1.0","정상","50.0","VA","B","S-10S","SS","건일산업(주)","하이에어","33.0","43.0","28.520615","20.0","24.0","16.31834"
"SN2126B7PU1703970","1.5","2384.0","18.957","5.0","4.0","1.0","정상","50.0","FA","B","T-3.81","CN","부흥","하이에어","17.0","34.0","27.593342","15.0","19.0","16.473778"
"SN2126B7PU1122673","10.0","138.0","183.833","4.0","3.0","1.0","정상","50.0","PG","A","S-60","CS","성일SIM함안공장","하이에어","1.0","35.0","30.004808","11.0","10.0","17.447527"
"SN2126B7PU1312892","1.5","438.0","15.327","9.0","11.0","1.0","정상","30.0","LNG","A","S-80S","SS","건일산업(주)","건일산업(주)","17.0","25.0","26.537678","14.0","14.0","16.22266"
"SN2126B7PU1J00520","6.0","0.0","42.0939999999999","8.0","7.0","1.0","정상","30.0","DH","B","S-40","SDSS","건일산업(주)","삼녹","19.0","18.0","27.431808","13.0","14.0","17.813953"
"SN2126B7PU1704386","1.5","1986.0","29.458","18.0","7.0","1.0","정상","40.0","FA","A","T-3.81","CN","부흥","하이에어","17.0","43.0","34.465977","18.0","26.0","16.232506"
"SN2126B7PU1129564","1.5","107.0","1.979","2.0","1.0","1.0","정상","40.0","AI","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","25.0","22.526222","11.0","11.0","19.391651"
"SN2126B7PU1125686","6.0","609.0","28.01","2.0","1.0","0.0","정상","50.0","PL","A","S-40","CS","(주)성광테크","(주)성광테크","26.0","29.0","24.99702","13.0","22.0","25.476933"
"SN2126B7PU1133131","2.0","6000.0","55.644","7.0","6.0","1.0","최소","30.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","7.0","18.0","19.847458","8.0","12.0","13.76384"
"SN2126B7PU1119558","2.0","6000.0","56.0","7.0","6.0","1.0","정상","40.0","AI","B","S-80","CS","건일산업(주)","하이에어","17.0","17.0","30.282974","13.0","39.0","19.505672"
"SN2126B7PU1316584","2.0","620.0","13.213","6.0","5.0","1.0","정상","40.0","PL","A","S-10S","SS","건일산업(주)","하이에어","36.0","39.0","38.226254","11.0","15.0","17.021698"
"SN2126B7PU1119512","2.0","1494.0","11.175","1.0","0.0","1.0","정상","40.0","AU","A","S-80","CS","건일산업(주)","건일산업(주)","17.0","13.0","22.59787","13.0","21.0","19.06085"
"SN2126B7PU1703174","2.0","238.0","6.515","8.0","7.0","1.0","정상","50.0","FW","A","T-3.96","CN","부흥","하이에어","19.0","28.0","33.08785","20.0","26.0","15.808672"
"SN2126B7PU1118183","3.0","0.0","43.7889999999999","7.0","6.0","1.0","정상","30.0","N","A","S-40","CS","(주)성광테크","(주)성광테크","17.0","16.0","24.618631","13.0","17.0","17.243065"
"SN2126B7PU1319390","0.5","0.0","0.79","1.0","0.0","1.0","정상","40.0","PM","A","S-80S","SS","건일산업(주)","하이에어","26.0","10.0","15.327304","14.0","14.0","14.82407"
"SN2126B7PU1703665","1.0","100.0","4.95","8.0","0.0","0.0","정상","50.0","FW","A","S-80S","CN","부흥","하이에어","19.0","37.0","38.682457","13.0","11.0","12.627277"
"SN2126B7PU1125840","18.0","0.0","491.676","3.0","2.0","1.0","정상","40.0","N","B","S-XS","CS","(주)성광테크","삼녹","24.0","21.0","22.364487","13.0","22.0","17.413937"
"SN2126B7PU1122575","2.0","3047.0","29.892","5.0","4.0","1.0","정상","30.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","20.0","23.0","21.894688","17.0","21.0","17.250202"
"SN2126B7PU1119366","6.0","11000.0","318.63","2.0","1.0","0.0","정상","50.0","DF","A","S-40","CS","성일SIM함안공장","하이에어","30.0","36.0","35.62656","8.0","18.0","19.47403"
"SN2126B7PU1132354","2.0","1168.0","11.045","4.0","3.0","1.0","정상","50.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","21.0","20.0","21.245495","13.0","18.0","17.691666"
"SN2126B7PU1126279","2.0","1398.0","28.21","5.0","4.0","1.0","정상","40.0","PL","A","S-160","CS","(주)성광테크","(주)성광테크","31.0","37.0","26.203396","11.0","13.0","15.964378"
"SN2126B7PU1200963","20.0","1183.0","1183.52","7.0","6.0","1.0","정상","40.0","RN","A","S-80","LTCS","(주)성광테크","(주)성광테크","107.0","39.0","35.44882","13.0","18.0","18.045853"
"SN2126B7PU1122352","1.0","148.0","7.09","7.0","6.0","1.0","정상","40.0","RN","A","S-160","CS","건일산업(주)","건일산업(주)","17.0","17.0","32.381058","34.0","19.0","19.899921"
"SN2126B7PU1316529","2.0","753.0","17.077","6.0","5.0","1.0","정상","30.0","DF","A","S-10S","SS","건일산업(주)","하이에어","36.0","39.0","33.03303","11.0","15.0","16.649452"
"SN2126B7PU1316796","2.0","4570.0","29.075","3.0","1.0","1.0","정상","50.0","VA","A","S-10S","SS","건일산업(주)","하이에어","64.0","35.0","25.70229","13.0","12.0","15.90768"
"SN2126B7PU1200369","48.0","1855.0","3461.26","4.0","3.0","1.0","정상","40.0","RN","A","T-23.83","LTCS","(주)성광테크","(주)성광테크","27.0","32.0","36.57712","13.0","20.0","18.177166"
"SN2126B7PU1119071","4.0","3614.0","58.113","1.0","0.0","0.0","정상","50.0","MT","B","S-40","CS","성일SIM함안공장","하이에어","1.0","24.0","22.797134","1.0","17.0","23.867012"
"SN2126B7PU1703436","2.0","1430.0","21.833","17.0","9.0","0.0","정상","50.0","FW","A","T-3.96","CN","부흥","하이에어","19.0","44.0","44.78231","13.0","9.0","11.860688"
"SN2126B7PU1129607","2.0","761.0","17.154","7.0","4.0","1.0","정상","30.0","AI","B","S-80","CS","건일산업(주)","건일산업(주)","17.0","17.0","24.974258","27.0","19.0","20.146381"
"SN2126B7PU1116438","0.75","100.0","1.12","2.0","1.0","0.0","정상","40.0","N","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","1.0","33.0","33.836525","1.0","13.0","16.11447"
"SN2126B7PU1125512","1.0","5500.0","26.109","7.0","6.0","1.0","정상","50.0","AU","B","S-80","CS","(주)성광테크","(주)성광테크","26.0","22.0","21.195114","13.0","23.0","17.030682"
"SN2126B7PU1131016","1.5","2067.0","22.755","7.0","6.0","1.0","정상","50.0","PL","B","S-160","CS","건일산업(주)","건일산업(주)","17.0","21.0","26.439482","11.0","11.0","17.56686"
"SN2126B7PU1703249","1.5","2108.0","32.0719999999999","24.0","9.0","1.0","정상","50.0","FW","A","T-3.81","CN","부흥","하이에어","29.0","49.0","45.241238","11.0","13.0","16.393902"
"SN2126B7PU1125270","0.75","75.0","1.065","2.0","1.0","1.0","정상","50.0","N","A","S-80","CS","건일산업(주)","건일산업(주)","64.0","21.0","20.881008","13.0","22.0","16.823597"
"SN2126B7PU1120131","2.0","605.0","11.595","5.0","4.0","1.0","정상","30.0","N","A","S-80","CS","성일SIM함안공장","성일SIM함안공장","25.0","32.0","24.306883","1.0","22.0","22.248653"
"SN2126B7PU1704910","1.0","618.0","1.672","1.0","0.0","1.0","정상","50.0","FW","A","T-3.2","CN","부흥","하이에어","19.0","10.0","20.857632","13.0","8.0","15.076863"
"SN2126B7PU1130472","1.5","0.0","35.449","4.0","0.0","1.0","정상","30.0","VA","B","S-80","CS","건일산업(주)","하이에어","19.0","29.0","28.83588","21.0","30.0","20.455437"
"SN2126B7PU1132055","6.0","1916.0","64.086","2.0","1.0","1.0","정상","50.0","HWR","B","S-40","CS","성일SIM함안공장","하이에어","21.0","25.0","19.087397","13.0","13.0","16.675682"
"SN2126B7PU1200324","30.0","2199.0","2329.61","5.0","4.0","0.0","정상","40.0","RN","B","T-26.97","LTCS","건일산업(주)","건일산업(주)","29.0","33.0","26.616074","21.0","22.0","18.022448"
"SN2126B7PU1317635","3.0","1823.0","18.307","3.0","2.0","1.0","정상","40.0","WM","A","S-10S","SS","삼성중공업(주)거제","하이에어","27.0","29.0","25.23067","13.0","14.0","14.963311"
"SN2126B7PU1703625","4.0","0.0","13.0","2.0","1.0","1.0","정상","30.0","FW","A","T-6.35","CN","부흥","하이에어","17.0","18.0","18.84357","20.0","17.0","15.22625"
"SN2126B7PU1200922","0.5","75.0","1.34599999999999","2.0","1.0","1.0","정상","40.0","RN","A","S-160","LTCS","성일SIM함안공장","하이에어","24.0","22.0","19.10741","13.0","11.0","15.77929"
"SN2126B7PU1704817","2.0","2141.0","23.996","15.0","7.0","1.0","정상","40.0","FA","A","T-3.96","CN","부흥","하이에어","18.0","37.0","33.75072","11.0","13.0","16.155834"
"SN2126B7PU1123631","12.0","1062.0","215.999","15.0","14.0","1.0","정상","40.0","CWR","A","S-20","CS","건일산업(주)","건일산업(주)","17.0","50.0","32.904186","11.0","13.0","18.70742"
"SN2126B7PU1703482","2.0","3000.0","23.99","15.0","4.0","1.0","정상","70.0","FW","A","T-3.96","CN","부흥","하이에어","6.0","31.0","37.602947","36.0","12.0","12.419483"
"SN2126B7PU1115810","4.0","4543.0","86.021","3.0","2.0","0.0","정상","3B","PL","A","S-40","CS","성일SIM함안공장","성일SIM함안공장","1.0","48.0","34.647274","1.0","16.0","18.28286"
"SN2126B7PU1201620","3.0","1152.0","22.9459999999999","5.0","4.0","1.0","정상","30.0","HWR","B","S-40","LTCS","건일산업(주)","건일산업(주)","38.0","37.0","26.294788","11.0","14.0","26.008862"
"SN2126B7PU1201414","2.0","1248.0","37.051","7.0","6.0","1.0","정상","40.0","HWR","A","S-80","LTCS","건일산업(주)","건일산업(주)","23.0","46.0","38.32307","11.0","18.0","18.59232"
